node,x0,x1
abbe.n.01,-0.98695058419538906,0.16096069227792156
abbe_condenser.n.01,-0.011021011228903355,-0.99992916619814398
abbess.n.01,-0.98546961825522938,0.16979083816193064
abbey.n.01,-0.2461531356589865,-0.96922052903732059
abbey.n.02,-0.30743814225780319,-0.95155745427553839
abbey.n.03,-0.30588545023095864,-0.95205771434264541
abbot.n.01,-0.98680224742779121,0.16186761434488925
abbreviation.n.01,0.95039486693894459,-0.31101349970425146
abbreviation.n.02,0.96263652194715787,0.27075953670294822
abcoulomb.n.01,-0.081810975632730806,0.99663772975348974
abdication.n.01,0.92712028921066636,0.37473693364298544
abdication.n.02,-0.22074408166408402,0.97532140882502816
abdicator.n.01,-0.84819523415187292,0.52966465321389689
abdomen.n.01,0.48330461886458009,-0.87544071500373588
abdominal.n.01,0.41673520871454034,-0.90901681278175639
abdominal_actinomycosis.n.01,0.38545474706122262,0.92271579485248734
abdominal_aorta.n.01,0.47242090687356569,-0.88136160958537801
abdominal_aortic_aneurysm.n.01,0.41900253434885848,0.90797394032616796
abdominal_breathing.n.01,-0.65844914343696126,0.75261180273053052
abdominal_cavity.n.01,0.45888364817811633,-0.88848500130107599
abdominal_pregnancy.n.01,0.39728672063168424,0.91768353026082072
abdominal_wall.n.01,-0.9249891908673864,0.37996683655367092
abdominocentesis.n.01,0.90977486894253801,0.41507768904480846
abdominoplasty.n.01,0.9174843198450866,0.39774655616431603
abdominousness.n.01,0.57061059156363769,0.82120847103373995
abducens_muscle.n.01,0.41620164548961247,-0.90926123330637576
abducent.n.01,0.43777269223336562,-0.89907445188755686
abduction.n.01,0.88954692160522686,0.4568217096034024
abduction.n.02,0.95626166583021321,0.29247807877820614
abductor.n.02,0.41633308780455874,-0.90920105592834721
abecedarian.n.01,-0.8591733265266206,-0.51166492462095559
abecedarian.n.02,0.12881907419371671,0.99165792803068009
abecedarius.n.01,-0.19655094021946468,0.9804833134740617
abel.n.01,-0.98013394260082365,-0.19828579037327684
abel.n.02,-0.9490769335309498,-0.31501233998345007
abelard.n.01,-0.98919343326881415,-0.14654743832663733
abelia.n.01,-0.80425818483944012,-0.59426304968504606
abelian_group.n.01,-0.017477723692439828,0.99983715137848628
abelmoschus.n.01,0.51476737440130427,0.85731811502744448
abelmosk.n.01,-0.80048078855841109,-0.59934156142491235
aberdare.n.01,-0.82736905083976153,0.56164068034176018
aberdeen.n.01,-0.8436018111888538,0.5369504486086889
aberdeen.n.02,-0.80742594318442829,0.58995181699431665
aberdeen.n.03,-0.81056795871563425,0.58562734260429372
aberdeen.n.04,-0.83041018945588208,0.55713437997492454
aberdeen_angus.n.01,-0.53979113195123662,-0.84178698847692868
aberrance.n.01,0.39767116440015293,0.91743862677062249
aberrant.n.01,-0.97026116244607674,0.24201875289108424
aberration.n.02,0.41676984231309355,0.90900093434526774
aberration.n.03,-0.61118043088435459,0.79147854109018378
abetalipoproteinemia.n.01,0.40060812342288005,0.91623846871311287
abetment.n.01,-0.42822329498355632,0.90366177839695183
abettor.n.01,-0.99290337679735796,-0.11883890123465789
abeyance.n.01,0.47843971518829576,0.87810889930160552
abfarad.n.01,-0.083240153689768961,0.99651938110403293
abhenry.n.01,-0.082906198969717931,0.99654722029341136
abhorrence.n.01,0.4429075666718521,0.89655601469575585
abhorrer.n.01,-0.95279029319798236,0.30359587824910306
abidance.n.03,0.8994567088738048,0.43698676062792036
abidjan.n.01,-0.81942084619121847,0.57317473507596839
abience.n.01,0.98981989244330137,0.14225463305520328
abies.n.01,0.61339975228066645,0.78975980146134728
abilene.n.01,-0.83216374082476996,0.55451177495053339
abilene.n.02,-0.83413868856611628,0.5515364433466019
ability.n.01,0.99992656843853689,0.0091454371550536481
ability.n.02,0.77883882825874184,0.61414392693168818
abiogenesis.n.01,-0.59664591968190028,0.80249202278221454
abiogenist.n.01,-0.94411109737442211,-0.32959677777081509
abiotrophy.n.01,0.97674062281512375,0.21437713461309765
abjurer.n.01,-0.72583059263749938,0.68785881610512178
abkhaz.n.01,-0.87614443402355346,-0.48202772828097118
abkhaz.n.02,-0.84948268280641803,0.52759735756934745
abkhaz.n.03,0.18213719521319302,0.98326285510132738
abkhazian.n.02,-0.44689709750899109,0.89457407985035886
ablactation.n.01,-0.65995800461652909,0.75128904706825783
ablation.n.01,0.91712795451090889,0.39849628271753851
ablation.n.02,-0.68556843699079661,0.72799431199987319
ablative.n.01,0.15079987555211732,0.9885540944407768
ablative_absolute.n.01,0.022449418469731867,0.9997378775021486
ablaut.n.01,0.94825222913627927,-0.31748623598552334
able_seaman.n.01,-0.962327145662076,-0.2718570669014102
ableism.n.01,0.93570580944908088,0.35275265876447748
ablepharia.n.01,0.35502472145105052,0.93484610886542363
ablution.n.01,0.90861199088976541,0.41761710945977654
abnaki.n.01,-0.9999673615862289,0.0067138561591757913
abnaki.n.02,-0.46954625931340171,0.88289643246931182
abnegation.n.01,0.92295307575517027,0.38488624300734869
abnegation.n.02,0.93174259482625732,0.36309163731574429
abnegator.n.01,-0.93903951472502523,-0.3437798567213502
abney_level.n.01,-0.13348162221168103,-0.9910410973486552
abnormal_psychology.n.01,0.77950473919009389,0.62638020537234429
abnormality.n.01,0.35091980142967816,0.93497084280694132
abnormality.n.02,0.8119162274135665,0.58375666143070537
abnormality.n.03,0.99934389522436406,-0.03593854727099928
abnormality.n.04,0.88816529587644688,0.45950212981321525
abo_antibodies.n.01,0.88579074898251564,-0.46406308743448371
abo_blood_group_system.n.01,0.74779632426778864,0.66391298941487964
abocclusion.n.01,0.40792480694525607,0.9130044643816918
abohm.n.01,-0.079769279750262753,0.99680322135835653
abolition.n.01,0.94716898908072156,0.32070345527593297
abolitionism.n.01,0.69850961712207349,0.71558655303891694
abolitionist.n.01,-0.95423430786018715,-0.29889087421726218
abomasum.n.01,0.42318281128858898,-0.90603317176138765
abominable_snowman.n.01,0.78708082380556721,0.61683350824983785
abomination.n.01,-0.96565788807192621,0.25977806548385562
abomination.n.03,0.88944391404664924,0.45702223563805611
abominator.n.01,-0.74079754597729974,0.67171332871703615
aborigine.n.02,-0.9784683630262897,0.20634791653635823
abort.n.01,0.947694113518045,0.31914834686301696
aborticide.n.02,0.94701089491166812,0.3211699939609623
abortifacient.n.01,0.71594455516030453,-0.69814267455760481
abortion.n.01,0.94719925961772067,0.3206123762696424
abortion_pill.n.01,0.71857379829771173,-0.69543619153890213
abortionist.n.01,-0.93691484064587682,-0.34952879921397778
abortus.n.01,-0.6397168837323044,-0.76859749464198779
about-face.n.01,0.95148248342564512,0.30767008927835904
about-face.n.02,0.94988055350863387,0.31258076423276093
above.n.01,-0.2530046334197204,0.96745462713776098
abracadabra.n.01,-0.38869194287963121,0.9213568112531525
abrachia.n.01,0.34324689962080218,0.93923445741881229
abrader.n.01,0.013775559478276118,-0.99989501152037397
abrading_stone.n.01,0.013293382949892815,-0.99990153818858096
abraham's_bosom.n.01,0.79201761366827295,0.61048169484552361
abraham.n.01,-0.92752519054693738,-0.37373362305685609
abramis.n.01,0.49050878144616022,0.87142465849110917
abrasion.n.01,0.36826856772172989,0.9297085898981412
abrasion.n.02,-0.6855764027884047,0.72798681034881263
abrasive.n.01,0.92663356058418012,-0.37593888399729436
abrasiveness.n.02,0.99989550422762363,0.013739749908687354
abridger.n.01,-0.97055721476990842,-0.24082876273500478
abrocoma.n.01,0.29154648301891201,0.95654610361521286
abrocome.n.01,-0.55976848619250019,-0.82863685771747342
abrogation.n.01,0.94686278162582815,0.32160639433007404
abrogator.n.01,-0.98845409788065319,-0.15145394179489707
abronia.n.01,0.58127732043598024,0.81369310974650932
abruptio_placentae.n.01,0.40670718736283845,0.91354751592330041
abruptness.n.01,0.99972889978552681,0.022845722486899457
abruptness.n.02,0.96367335774468288,-0.26704580070695599
abruptness.n.03,0.56638506836182534,0.82412848175449005
abruzzi.n.01,-0.85358672859553775,0.52093137443221738
abscess.n.01,0.74590032959393138,0.66603671646700058
abscessed_tooth.n.01,0.75714581737118991,0.65323044275312814
abscissa.n.01,-0.054160258050131818,0.99852214124175853
abscission.n.01,-0.6431819521603811,0.76570018709495691
abscission.n.02,0.95264460336437984,0.30405272533373978
absconder.n.01,-0.99305587469833712,-0.11755777230526093
abscondment.n.01,0.93851517728175671,0.34520872253472734
abseiler.n.01,-0.8646395319119673,-0.50237265048689594
absence.n.01,0.45836318739267584,0.88875361520807317
absence.n.02,0.9266509109931651,0.37585894388504504
absence.n.03,-0.13707673262226375,0.99055023571531464
absence.n.04,0.97900817923772199,0.20377140399913526
absence_without_leave.n.01,0.93893886099144264,0.34405466923466971
absentee.n.01,-0.86970166587289321,-0.49355484508006414
absentee_ballot.n.01,-0.21844155995345238,0.97583968201098603
absentee_rate.n.01,0.98234201818007283,-0.1870399941724446
absenteeism.n.01,0.92740063541348494,0.37404259321197586
absentmindedness.n.01,0.42903542977891734,0.90327648042926845
absinth.n.01,0.77017895970492134,-0.63781201786264441
absolute.n.01,0.71732864946578367,0.69672046672803079
absolute_alcohol.n.01,0.83593575453651359,-0.54880890516626724
absolute_ceiling.n.01,0.9621086038146397,-0.27262948220603417
absolute_magnitude.n.01,0.54022716345181798,0.84150722633318764
absolute_pitch.n.01,0.77213881932256279,0.63543799366849518
absolute_space.n.01,-0.0019637118294736512,0.99998797189663269
absolute_temperature.n.01,0.5188400422769972,0.85485952684186417
absolute_threshold.n.01,0.99475968947306803,0.1021418636091898
absolute_value.n.01,-0.10221840393217113,0.99475182734170886
absolute_zero.n.01,0.5194018171961714,0.85451831600940376
absoluteness.n.02,0.99975414293473241,-0.021712986597460567
absolution.n.01,0.45538494532481877,0.89028329854812649
absolution.n.02,0.94460032274817474,0.32819206322860284
absolutism.n.01,0.44582210614221773,0.8951103003412838
absolutism.n.03,0.69109696815558874,0.72274807554805143
absolutism.n.04,0.70461330679070577,0.70957726006091981
absolutist.n.01,-0.97649097651367944,0.21551142171468907
absolver.n.01,-0.99165503633782615,0.12884133268482545
absorbate.n.01,0.93366381809557342,-0.35812243001710525
absorbency.n.01,0.55162065031523988,0.83408300441137562
absorbent_cotton.n.01,0.85906290901607296,-0.51185028910318364
absorbent_material.n.01,0.8525074223921878,-0.52268793585138462
absorber.n.01,0.86095929504641722,-0.50865400064814492
absorption.n.01,-0.69382555144558766,0.72012908861071812
absorption.n.02,-0.68724967387525837,0.72640738285105744
absorption_band.n.01,-0.61269319798778743,0.79030806983204283
absorption_coefficient.n.01,-0.047062212915057668,0.99888184897800036
absorption_indicator.n.01,0.84249691894830503,-0.53868241261882066
absorption_spectrum.n.01,0.19160050596988035,0.98146270750048648
absorption_unit.n.01,-0.085589365390753139,0.9963203604434302
absorptivity.n.01,0.52662288268480917,0.85008713643659883
abstainer.n.01,-0.98209208429071482,0.18834791763027084
abstainer.n.02,-0.92725611115186901,0.37425716813651566
abstemiousness.n.01,0.54209782297136233,0.84030336809503969
abstemiousness.n.02,0.99858859103833397,0.052920940564439939
abstinence.n.01,0.99785873556407811,0.065251390488289235
abstinence.n.02,0.90535327570348723,0.4244926348399643
abstract_expressionism.n.01,0.21089351099694462,0.97749870952425855
abstractedness.n.01,0.42866735422749019,0.90345121590584809
abstraction.n.01,0.72021802738724983,0.69358575604612993
abstraction.n.02,0.95239230772412919,0.30484207762399784
abstraction.n.03,0.99410528321741687,0.10832583247480693
abstraction.n.04,-0.32337450067550338,-0.94626039355720915
abstraction.n.06,0.37253802011605758,0.46960945452530289
abstractionism.n.01,-0.31532030612832918,-0.94897465964341088
abstractionism.n.02,0.72000340837192967,0.69395597269215314
abstractionist.n.01,-0.91047748530009931,-0.41353421728317774
abstractness.n.01,0.99826929739277048,-0.05863625145850114
abstractor.n.01,-0.99924095329646689,-0.038695185195545864
absurd.n.01,0.49663181611926099,0.86794967556897817
absurdity.n.01,-0.39200600576708983,0.91995167891834595
absurdity.n.02,0.99675048111281306,0.080425608505309873
abu_dhabi.n.01,-0.8239439323649399,0.56665350649338209
abu_hafs_al-masri_brigades.n.01,0.21601905337423727,0.9763788038878789
abu_sayyaf.n.01,0.21475889005755436,0.97665675610393898
abudefduf.n.01,0.48063943943127269,0.87690679628190227
abuja.n.01,-0.82252461860069181,0.568711747634983
abukir.n.01,-0.57708517287792715,0.81667160067349087
abulia.n.01,0.42272249841893256,0.90624802865030218
abundance.n.01,0.54241888318581033,0.84009615834477236
abundance.n.02,0.98327267163613219,-0.18208419293196521
abundance.n.03,0.98202408042336042,-0.18870216101244769
abuse.n.02,-0.3637047128319254,0.93150165233122051
abuser.n.01,-0.99157295304160309,-0.12947153702085792
abutilon.n.01,0.57432391530060611,0.81861580757755559
abutment.n.01,-0.89944481891760375,0.43701123306436562
abutment.n.02,0.23779966265124061,-0.97130382504402091
abutment_arch.n.01,0.17862045578973981,-0.98390778677456014
abutter.n.01,-0.95849864982370314,-0.28506163962984882
abvolt.n.01,-0.08205543971346449,0.99661763225200917
abwatt.n.01,-0.083123183035501147,0.99652914485438271
abydos.n.01,-0.8129338819083749,0.58233865039818811
abyss.n.01,0.99258484437905659,-0.12147068292903623
abyssal_zone.n.01,0.63011832818517888,-0.77648611873444062
abyssinian.n.01,-0.51642786152337328,-0.85631890318076698
abyssinian_banana.n.01,-0.85125864601809864,-0.5247270887628761
acacia.n.01,-0.77654565922816576,-0.63004495017103479
academia.n.01,0.020200607500641985,0.9997858448481366
academic_administrator.n.01,-0.98627476148061222,-0.16505118893441534
academic_costume.n.01,-0.38109056671474073,-0.92452678709880864
academic_degree.n.01,-0.27860895630076704,0.96029548369411832
academic_department.n.01,0.098185892269575747,0.99515771514252083
academic_freedom.n.01,0.49091677512051834,0.87119488061366668
academic_gown.n.01,-0.37932049902530446,-0.92525442939841429
academic_program.n.01,0.76222297719102272,0.64729895191035081
academic_relation.n.01,0.97282315411550691,-0.23150574705352303
academic_requirement.n.01,0.93475319503106657,0.35526928446096495
academician.n.01,-0.9996575124274335,0.025780960991534329
academician.n.02,-0.99254313839022279,-0.12181099513884547
academician.n.03,-0.93494899207546833,-0.3547536924675212
academicianship.n.01,0.89101690214217799,0.45394788269046754
academy.n.01,0.13089499207171512,0.99138605051348738
academy.n.02,0.13671189575490186,0.99060065498730376
academy.n.03,0.13129546340195511,0.99133309305817574
academy.n.04,-0.4209726500633274,-0.90706219632440266
academy_award.n.01,-0.27444970122060652,0.96159095336957234
academy_of_motion_picture_arts_and_sciences.n.01,0.13678230256836033,0.99059093565724854
academy_of_television_arts_and_sciences.n.01,0.13595261249362603,0.99070514647814822
acadia.n.01,-0.86084750088289941,0.50884317851952332
acadia_national_park.n.01,-0.78157424330874237,0.62379604222739571
acadian.n.01,-0.99786078387992949,0.065220059006877426
acalypha.n.01,0.50534339264957517,0.86290663203361118
acanthaceae.n.01,0.65838492022211359,0.75266798585184003
acanthion.n.01,0.46154878099446245,-0.88710344541359443
acanthisitta.n.01,0.30535723148760263,0.95222726346202002
acanthocephala.n.01,0.31754713997625406,0.94823183557348556
acanthocephalan.n.01,-0.68273112961098203,-0.73065587300885093
acanthocereus.n.01,0.58699850379183083,0.80957554103882634
acanthocybium.n.01,0.51020705001548861,0.86003986315557257
acanthocyte.n.01,-0.65109746358223042,-0.75898082519843013
acanthocytosis.n.01,0.39723547213081595,0.91770571523945843
acantholysis.n.01,0.37277883942422457,0.92790933661631347
acanthoma.n.01,0.38251087540756906,0.92394005774030152
acanthophis.n.01,0.30853225798901029,0.95120326212770578
acanthopterygii.n.01,0.23338013885856165,0.97237519039129094
acanthoscelides.n.01,0.4322863808804136,0.9017251715503587
acanthosis.n.01,0.37569910391470196,0.92673080418206433
acanthosis_nigricans.n.01,0.37496728696080406,0.92702714836812161
acanthuridae.n.01,0.61827419786819171,0.78594962710888028
acanthurus.n.01,0.49685831782764084,0.86782003440093958
acanthus.n.01,-0.75297980593328506,-0.65802827595708335
acapulco.n.01,-0.84360163747760009,0.53695072152601242
acapulco_gold.n.01,0.7418429181382229,-0.67055863644451652
acardia.n.01,0.34966852136607229,0.93686270353125389
acariasis.n.01,0.41277829859911469,0.91082044130983686
acaricide.n.01,0.86986251165310113,-0.4932737687357393
acarid.n.01,-0.71436957800521006,-0.69975417549518704
acaridae.n.01,0.63089076473036299,0.77585864890460499
acarina.n.01,0.23847517898460519,0.97113819259173739
acarine.n.01,-0.71440397953792123,-0.69971905370844467
acaroid_resin.n.01,0.87404519488612509,-0.48582383370803583
acarophobia.n.01,0.4155212359079789,0.90957237348756259
acarus.n.01,-0.71451157242540664,-0.69960918588341514
acatalectic.n.01,-0.23020451258910316,0.97313189367410924
acataphasia.n.01,0.41084415725392653,0.91169450944521546
acathexia.n.01,0.40189756263732512,0.91567360410162923
acathexis.n.01,0.98949739624150512,0.14448080472329777
accelerando.n.01,0.8176963623230139,0.57563222559711591
acceleration.n.01,0.97785912002667985,0.20921601631520073
acceleration.n.02,0.95941780818220079,0.28195260141583606
acceleration.n.03,0.98227597165774039,-0.18738654062094859
acceleration_unit.n.01,-0.095097692157385283,0.9954577987280816
accelerator.n.01,0.021695129580881864,-0.99975453059972752
accelerator.n.02,-0.12126829895454776,-0.9926095908115069
accelerator.n.04,-0.16790113827455672,-0.98579359293332292
accelerometer.n.01,-0.15302795475072792,-0.9882116398662435
accent.n.01,-0.32987954961192079,0.94401233193746725
accent.n.05,-0.27734869700456605,0.96075881488128922
accentor.n.01,-0.6083690868359608,-0.79364151497045798
accentual_system.n.01,0.98702075173426418,0.16052985936582279
accentuation.n.01,-0.40733549210612174,0.91326753855199705
acceptability.n.01,0.99944024081779304,0.033151246374211941
acceptance.n.03,0.49517158676548023,0.86878357475400481
acceptance.n.04,0.92218473139939017,0.38672357217536701
acceptance.n.05,-0.20936866171789709,0.97782644860561796
acceptance.n.07,0.85442321261901777,0.51955824874591505
acceptance_sampling.n.01,0.82555720544299527,0.56430054106232941
acceptation.n.01,0.49520382353239106,0.86876520030506188
acceptor.n.01,0.86989349817785278,-0.4932191216184747
acceptor.n.02,-0.98740063886088425,0.15817641568628241
access.n.02,0.71953683256422996,0.69443973581994622
access.n.03,0.17521080066850706,-0.98452068308961904
access.n.04,-0.15633802718098788,0.98769338428442854
access.n.05,-0.637788288367509,0.77019861030994008
access.n.06,0.95423021104074301,0.29903930249931548
access_road.n.01,0.152135273024329,-0.98834946188278461
access_time.n.01,-0.12892282838274577,0.99164444455858192
accession.n.01,-0.70752929293627942,0.70666972465162248
accession.n.02,0.96535093515057802,-0.26091640827288398
accession.n.03,0.98422285579187163,-0.17687614378157446
accession.n.04,0.91917980377727815,0.39381250415668334
accession.n.06,0.96618494050974491,0.25781090131008816
accessory.n.01,-0.3734071654957451,-0.92765644762460453
accessory.n.02,-0.52961063493304594,0.84821682051549252
accessory.n.03,-0.99297208089354971,-0.11826346294713803
accessory_after_the_fact.n.01,-0.99345506478063328,-0.11413515831640005
accessory_before_the_fact.n.01,-0.99288501983650679,-0.11899217405576774
accessory_cephalic_vein.n.01,0.46375111208089675,-0.88595412191934131
accessory_during_the_fact.n.01,-0.99297465841192545,-0.11824181939570232
accessory_fruit.n.01,0.33482013156796175,-0.94227134075010532
accessory_hemiazygos_vein.n.01,0.47778227283928465,-0.87846678927703248
accessory_nerve.n.01,0.43766474012925294,-0.89912700735198414
accessory_vertebral_vein.n.01,0.47140785604028185,-0.88190386855122171
accident.n.01,0.97931339737983025,0.20229051893197239
accident.n.02,0.98016247859814398,0.19814468362890988
accidental.n.01,-0.16843390805479858,0.985702703009119
accipiter.n.01,0.27916232076601016,0.96023340848294925
accipitridae.n.01,0.61502576909281281,0.78849420001292214
accipitriformes.n.01,-0.62159826470679058,-0.78332330325082811
acclaim.n.01,-0.42679458863488434,0.90433742552993734
acclimatization.n.01,-0.64423707959111842,0.76481264724244247
accommodating_lens_implant.n.01,-0.19374046287896424,-0.98104252361744704
accommodation.n.02,-0.33955916390524848,0.94057396004250204
accommodation.n.03,0.99455055413122229,0.10415851083532393
accommodation.n.04,-0.33445948885269083,-0.9423927086651378
accommodation.n.05,0.91376785370185076,0.40621190239002253
accommodation.n.06,0.9613048811399183,0.2754500419291831
accommodation_endorser.n.01,-0.9555472825385225,0.29480364810399085
accommodation_ladder.n.01,0.15141729868580459,-0.9884597117540449
accommodation_reflex.n.01,-0.65569420615634222,0.75501318406718287
accompaniment.n.01,0.97267938082681338,0.23210907396424924
accompaniment.n.02,-0.29569727562650688,0.95527112449251117
accompanist.n.01,-0.89590271394388876,-0.44422756246119099
accompanying_vein.n.01,0.46985064070556504,-0.88273448756172357
accomplice.n.01,-0.98977512332297957,-0.1425657930679354
accomplishment.n.01,0.96669898781715802,0.25536526122000747
accord.n.02,0.9246457750942465,0.38080177350242544
accord.n.04,0.99869875416852516,-0.050799591774384943
accord_and_satisfaction.n.01,-0.3393473681950932,0.94065039403656847
accordance.n.02,0.85106371637814904,0.52504318942997852
accordion.n.01,-0.069202798247421093,-0.99759248835229919
accordionist.n.01,-0.89684065220691422,-0.44233092210620945
account.n.03,0.47722528014486576,0.87876949884075628
account.n.06,0.99767911503439055,-0.067942501619351808
account.n.07,-0.20200575033066948,0.97937402300425935
account.n.10,0.99977522469756763,-0.020719560399825098
account_executive.n.01,-0.9460538298210367,-0.32397831900189089
account_payable.n.01,0.46582021005961288,0.88486797433411202
accountability.n.01,0.99911171278858801,0.041899707287881782
accountancy.n.01,0.8868191017970467,0.46209491529067648
accountant.n.01,-0.95127327786663229,-0.30829426752415517
accountantship.n.01,0.88706396561623724,0.46162465381238332
accounting.n.01,-0.3655295763191006,0.93078887452428749
accounting.n.02,0.76200213794542526,0.64755890996021725
accounting.n.04,-0.18307214134977934,0.9829741094411677
accounting_data.n.01,0.10415819881749383,0.99455058680859021
accounting_firm.n.01,0.11369179464688953,0.99350590130713234
accounting_principle.n.01,0.73725529663151124,0.67559931001361884
accounts_payable.n.01,0.99332709816204001,-0.1152435514860774
accounts_receivable.n.01,0.99122418729733031,-0.13211514151998593
accra.n.01,-0.82327393475167299,0.56762648675056127
accreditation.n.01,0.93523619670768832,0.3539958424473994
accretion.n.01,-0.70727381922461585,0.70692541667537057
accretion.n.02,-0.12112752572626732,0.99262677911366115
accretion.n.03,-0.70693093193714829,0.70726830663660456
accretion.n.04,-0.70631055743900584,0.70788784178879038
accretion.n.05,-0.7062601219099206,0.70793816135444987
accretion.n.06,0.98331582317001631,-0.18185101595974945
accrual_basis.n.01,-0.18288058317605138,0.98312486104227381
acculturation.n.02,0.71867323159488827,0.69533343533236103
acculturation.n.03,0.99460418641505477,0.10364512756447672
accumulation.n.03,0.96295150064631307,0.26963717752792132
accumulation.n.04,0.62198587406138273,0.78301556342787393
accumulator.n.03,-0.1734796464253224,-0.98482719924783835
accuracy.n.01,0.99991200505884192,0.012481275627214112
accuracy.n.02,0.99980476290894127,-0.019241521946540708
accusation.n.01,-0.37623829759313543,0.92651203096684276
accusation.n.02,-0.36998692415935064,0.92902609008208925
accusative.n.01,0.15132539743966536,0.98847378528314633
accused.n.01,-0.88644813686709356,-0.4628061157192298
accuser.n.01,-0.9396623144465629,-0.34207387347052143
ace.n.02,0.91697593748555029,-0.39891719714074797
ace.n.03,-0.91541005003965426,-0.40249750358064385
ace.n.06,0.95532742255340897,0.29551533939827918
ace_inhibitor.n.01,0.74525123990137676,-0.6667686176834865
ace_of_clubs.n.01,0.91702656117296177,-0.39880081018680569
ace_of_diamonds.n.01,0.91371804168668413,-0.40632393530088567
ace_of_hearts.n.01,0.91644118818059339,-0.4001441599079158
ace_of_spades.n.01,0.91731176221210464,-0.39814435950991151
acebutolol.n.01,0.74094585885557607,-0.67154972589297723
acentric_chromosome.n.01,0.22181189876420498,-0.97507911559463856
acephalia.n.01,0.3500355135023186,0.93672564787639923
acer.n.01,0.47156255421825338,0.88182115962447649
