node,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
a-scan_ultrasonography.n.01,-0.33727105312894057,-0.36528242460861093,0.41187450051705649,0.19540837494552424,-0.086516239053942443,0.57968076660029988,0.0539825929996091,-0.39248761234531238,-0.1139736181043728,-0.17749451995455359
a-team.n.01,0.23001685759506593,-0.23753357692946445,0.059465515923318765,-0.050916839692827079,0.13999721185735925,0.59563573662665692,-0.26426224851683494,0.30143743922630195,0.14222983030778494,0.57370932257984097
a.n.06,-0.02224290677879363,-0.62864286035717687,0.27426636687057138,0.48363748145065172,0.22447461338309974,0.30716857670812014,0.21083322405024876,0.31451647676515365,-0.074345521725243904,0.038806869398459003
a.n.07,0.31600393509043528,-0.42265478797365491,0.44865236714800388,0.072144249458017104,0.27673384862874262,-0.3713100790499988,0.53000040616799005,-0.035332538116462996,0.073483282651116796,0.11396970929509641
a_battery.n.01,0.18579926657632115,0.6808135043964646,-0.21110463031240628,0.29742792697335951,0.14057625303973922,-0.2254749513372771,-0.3336742102777156,-0.18172333724497092,-0.3515491800029597,0.17423492625620665
a_cappella_singing.n.01,-0.19056545971032077,-0.18247914946617455,0.3913771150300358,0.081863956854499653,0.0668771964067673,0.62880430692592459,0.2215681965232334,-0.39845325809636095,-0.15763702848628294,-0.37136760618083436
a_kempis.n.01,0.11680902192563861,0.44523665131128526,0.15657912585991238,-0.11153544507349367,-0.1846360778411234,-0.53213501991947976,-0.1259140351019799,0.24228696393009813,-0.2274902025651569,-0.55457214940298383
a_la_carte.n.01,-0.074423076566612484,-0.76677319444223491,0.15533842373159976,-0.16321418216521524,0.037266184394949872,0.28167811356530548,0.32541770626279548,0.19136941331751273,-0.28351855048327007,0.2282424293585005
a_level.n.01,0.30643613595292418,-0.41785933474679859,-0.27912570534087094,0.079319984846250455,0.52436668781861284,0.42473936647165716,-0.032778331251354736,0.22974638397397965,0.034196878439045307,-0.36993125766641849
aa.n.01,0.31699054324542875,-0.48749123628962998,0.55661222494042317,0.090327483536357778,0.23616905508080882,-0.23006896746045857,0.44286976506081094,0.027106994594653936,0.12001590159564329,0.15456439882001666
aachen.n.01,-0.11970676583676144,0.16692923039167562,-0.323415570076593,0.59468770503017798,-0.26740603902828186,-0.11534176196589459,-0.018703837932328396,0.25635626484170082,0.55982110303235855,0.18772050975761095
aalborg.n.01,-0.14169238549181129,0.17006967681480367,-0.32398853417814266,0.57019823282359572,-0.26412313370396401,-0.12914847067301838,-0.03640337507905269,0.20391681070920104,0.58915149339976647,0.21076666063776728
aalii.n.01,0.055040278584257474,0.28370059224370531,-0.15613034468847736,-0.29883708623060518,-0.026691152403569576,-0.554875528089396,-0.32792075398945458,0.094983086719495763,0.098015062083376278,-0.6066048633264618
aalst.n.01,-0.10777738034428065,0.15376139824372051,-0.34432450693027183,0.59371664850043726,-0.29173486154710526,-0.070624363486202005,-0.025596342573527345,0.27331105800532579,0.5339149663544398,0.20763394749694059
aalto.n.01,0.01044199601735034,0.50098772043796858,0.080585517588268388,-0.13266223520011799,-0.23461671643329354,-0.77840005862593498,-0.20107964328955244,0.091970101439248789,0.10232843677281381,-0.066643558094778635
aardvark.n.01,-0.023568386332105846,0.085741596657818983,-0.20893555613831322,-0.51924039326102001,-0.52124617180507671,-0.5635335575077367,-0.1702742865134583,0.1880983820462282,0.12856206825496713,0.092720044065680407
aardwolf.n.01,-0.0035356336456816378,0.15150762326581665,-0.18775581122841167,-0.55509584354029518,-0.48271761260276275,-0.5563042040755336,-0.18474895173652348,0.21182181731891372,0.10950065133852503,-0.011650744375030357
aare.n.01,-0.44251312595487619,-0.18859467691896029,-0.33126258007253073,-0.11965914191815467,-0.73356455353872085,0.12124533205228218,0.017955472018659543,0.0010505651741897662,0.25361535361177162,0.16434905616820569
aaron.n.01,-0.089121005071771342,0.51486761583429319,-0.20762596466871486,-0.26053297199683179,-0.34728221028557144,-0.60390826615786475,-0.11955327956211802,0.2490648202135686,-0.021369043064417191,-0.23208510084703035
aaron.n.02,0.15485810308573583,0.37974035331280787,0.16802465821313567,-0.11060192558257631,-0.12141981319365176,-0.45550404896142982,-0.10900276211194697,0.27318012176267598,-0.25439932648433444,-0.64643351606790289
ab.n.02,-0.3487105437075847,-0.16789843654919245,-0.22878833352661046,0.26200210448609579,0.33439596590519016,0.18960958305056458,0.050241306411995493,-0.59417027635568986,0.15660164435728374,0.44867585978521124
ab.n.04,0.31574418728792686,-0.42339070996688566,0.44871889068647758,0.07157993453206607,0.27622526856145307,-0.37284772676188166,0.5291056960208087,-0.034594418613509217,0.071086499654888599,0.11417015284342642
aba.n.01,0.19926078159108662,0.49853931782226651,0.1001571224309319,0.37074205902902824,0.37393831442300801,-0.35363450857849826,0.087050799208807109,0.29468647769898781,-0.37931681507772447,0.24707345692401145
aba.n.02,0.0074022805775285491,0.63391113277983835,0.021680669941734902,0.16380724545939823,0.50913624400614921,-0.37580990166400186,-0.2796360810640664,0.079494568624030135,-0.25068864999668999,-0.15091643118714679
abaca.n.02,0.15348467361042528,0.43914694555447953,-0.0570595773017918,-0.16767738546565936,-0.060540397106322572,-0.56798818422497088,-0.3168710565604374,0.053972647152208834,0.23258510153531955,-0.51813857712583755
abacus.n.01,0.054036129193335995,0.39438414137174316,-0.092336234220200278,0.21566438980338359,0.47850916189707809,-0.68864738745179577,0.14962357851751518,0.079806965840816591,-0.23095611726923113,-0.03333014813009072
abacus.n.02,0.081398904413965745,0.61640401279446522,-0.28092923578430179,0.29461657334911373,0.23899292135812736,-0.22405319726176484,-0.37515546641480307,-0.15764671815479653,-0.3647653972673941,0.20419539049914612
abadan.n.01,-0.14137314945020668,0.16754295334926347,-0.33750182112639143,0.57757297600574498,-0.25917821709928396,-0.11484912180390426,-0.01424548691093409,0.20354726527588568,0.58126268975855844,0.21106489090081157
abalone.n.01,0.28842884252529533,0.15443834629760189,-0.24533853128627686,-0.51815670678197578,-0.31847171135398378,-0.51843123240936517,-0.29965962308975413,0.2422918194827329,-0.015784260954803578,-0.21287202802365926
abampere.n.01,-0.25628780887471164,-0.17134254297836365,-0.15289476878334218,0.24865174202361986,0.22201785045404138,0.19573778973569425,0.1778366298259321,-0.63147481955222129,0.17223561072828764,0.52153640587696581
abandon.n.01,0.44059184802026208,-0.34028974642177695,0.04526706924096903,-0.11624738210064554,0.47211161990730871,0.56903387042568099,-0.025327339266587343,0.2082117620285128,0.20786710745757761,-0.20139629673163797
abandoned_person.n.01,-0.029348136137459183,0.5338458754714005,-0.0506057171024136,-0.082839693325522171,-0.17900376321775513,-0.69274501411795719,-0.18597359721463486,0.19346125107016446,-0.07489540125603017,-0.33924324861395688
abandoned_ship.n.01,0.11802245433088726,0.7567919859698673,-0.12310513544737051,0.45251412339692243,0.24617676786316792,-0.13215592593875491,-0.1513135834500319,-0.25871912894297205,-0.038683969430989833,0.1548464163789916
abandonment.n.01,-0.26575896520033582,-0.29187738775103089,0.39984675040534984,0.15292784587750957,-0.15057802377916157,0.66835667759648798,-0.010020564665344145,-0.41775252585855588,-0.10187067421227451,-0.080394988527513367
abandonment.n.03,-0.24884045251970807,-0.3029937870845088,0.45058538702049217,0.31984827620170941,-0.0055313572166654822,0.66186151339115462,-0.045900934211570529,-0.30638325805172789,-0.036716683138620962,-0.073459370278622621
abarticulation.n.01,0.3074013576147025,-0.43024852776325012,-0.33456661351442257,0.082373787704013005,0.39701399129388332,0.53048955086863459,0.0062085161211761783,0.19005295644104053,-0.24555857848895865,-0.25715863118539184
abasement.n.01,0.3024305293371527,-0.42221359395055352,-0.27919445542465154,0.081406249334926586,0.51919405564026866,0.44323690331042059,-0.023204502924772417,0.22819536514770217,0.040484953595631895,-0.35409175959091804
abashment.n.01,0.32521192108767316,-0.43996675575867378,-0.25456798273349701,0.096925290832439753,0.36985965122895004,0.56817136334229168,0.043615043569454469,0.2875226665631283,0.15466143586870157,-0.24143397064749289
abasia.n.01,0.32369997985199123,-0.44713086185747114,-0.38735774945778745,0.036940616588601399,0.4000147701829691,0.51618007765715146,-0.029200477433066807,0.19485601300339159,-0.13661447342506383,-0.24476887911691142
abasia_trepidans.n.01,0.32388639079805531,-0.44813883472641336,-0.38772316618778419,0.035496822774277771,0.40149139612204937,0.51424155256389625,-0.029524929645429698,0.19491746503930404,-0.13616212485040732,-0.24416251413169143
abatable_nuisance.n.01,-0.15815582463900701,-0.068192138631157959,0.25425988576979291,0.12002094319169525,-0.11711910342302546,0.74133686709395785,0.26825097686382099,-0.032925728948123761,0.2559931959148975,-0.43516688795304548
abatement.n.02,-0.39796493811627182,-0.39958268869173763,0.32130846265883006,0.26609787710455657,-0.057745564335866757,0.50324366326093783,0.036542019207527185,-0.31308157500046968,-0.38583861479087378,-0.055346842653198516
abatement_of_a_nuisance.n.01,-0.39856209387956826,-0.39996911517811651,0.32069226933421074,0.26607339188188417,-0.057580290359376576,0.50253070507521713,0.036785276347404576,-0.31231927444881064,-0.38699561524601961,-0.054710004084744156
abator.n.01,0.057472047928410985,0.63922832707827493,-0.25163976108911029,-0.020226363484176273,-0.25312232553243702,-0.63321176358544995,-0.2224244616120768,-0.021219007143771586,-0.084490959454156189,-0.046223594060425068
abattis.n.01,0.078051245015014578,0.46167618256806225,-0.017294633833019522,-0.043818027400598099,0.073768739739789257,-0.18154598503573724,-0.31719736833633499,0.37862820736330083,-0.70424512851049326,0.012230630705066603
abattoir.n.01,0.041632342872216961,0.47969400665638806,-0.067582663645707808,-0.098735771262012578,0.20691258270911175,-0.22601688452557625,-0.30750892886275272,0.32310951067206417,-0.6773186688332008,-0.046245962314299012
abaya.n.01,0.17495407570646848,0.51730137655152175,0.11645846037594981,0.36247757962378419,0.38803984319109835,-0.34309661416797821,0.089440741771776813,0.29224273353917157,-0.3714297155974644,0.23903077487320629
abbacy.n.01,-0.13474008242617433,0.11959544354174892,-0.27573207902443247,0.64895865016117626,-0.26310663457135336,-0.13608034102448749,0.019933526396132314,0.33997009722284577,0.50545018010958664,0.10525867705995921
abbe.n.01,0.014134506622826131,0.49043354037592357,0.19885835432421509,-0.17092343975499888,-0.27068159509496709,-0.55588138074593163,-0.14035831795002693,0.16202135612655341,-0.1600107038411745,-0.48646774808698251
abbe_condenser.n.01,0.22564615612261202,0.61163137960810199,-0.25090466065890504,0.27960704342049453,0.21912810993378457,-0.2712729104135343,-0.37185246217428453,-0.15258114661248645,-0.35195446145009118,0.16365620391463179
abbess.n.01,0.013469290726582862,0.48941403640494513,0.20134725910667256,-0.17167927472639841,-0.27069688409298343,-0.55377135991875481,-0.13888478005365254,0.1617348402478295,-0.16075312500378108,-0.48823303487705694
abbey.n.01,0.05453347487387529,0.48064847833612429,-0.064232287398988008,-0.088984845378612704,0.19733261203720154,-0.1976721647486506,-0.30826629725862614,0.34760303647268909,-0.67761300622403742,-0.029906336806938223
abbey.n.02,0.055786848128797119,0.49723636441061309,0.00044754235660283807,-0.11545373248400984,0.1948868397578071,-0.16897825446250864,-0.30535087797460064,0.33612295840467388,-0.67815207796363119,-0.060425884040181808
abbey.n.03,0.055567869833825397,0.49770855796162766,-0.00041371457900587236,-0.11550345370169911,0.19578040218710735,-0.16836414060605145,-0.30577200149686878,0.33564990897903668,-0.67785829174893719,-0.059257789507475671
abbot.n.01,0.016284949846225766,0.48882915435368368,0.19699977454066922,-0.17149280416356702,-0.27063059099924802,-0.55713214349622198,-0.1398728271638161,0.16328940010682835,-0.16285406293215085,-0.48594099741043822
abbreviation.n.01,0.24909780842306412,-0.50171475510851971,0.64254626102657886,0.0051952725552883525,0.26951241103426171,-0.07868759239026632,0.34809834743308521,0.041248938333469765,0.088873991082692325,0.25239860587362178
abbreviation.n.02,-0.39438760944559792,-0.39999629838432493,0.33568647626138759,0.26043010507758546,-0.050463858122524796,0.49512774811422161,0.041493447847493252,-0.30808581538599267,-0.39612144733553584,-0.051629444712049125
abcoulomb.n.01,-0.26208590936688447,-0.16207821428061767,-0.1554222361363595,0.24250177705223136,0.21719018557037495,0.20652468038958394,0.17360215183320216,-0.63712097910591348,0.175608708835399,0.51506589451004381
abdication.n.01,-0.32191808188939031,-0.35284834934261511,0.50794695447607874,0.14425633509890273,-0.010888226680294825,0.60568363061703934,0.019340485733002899,-0.27455175298492601,-0.17031641502983993,-0.14574810852994707
abdication.n.02,0.051262552328357046,-0.7452996277275491,0.18005278639048802,-0.17762048660733593,-0.02118482998978671,0.26210920893239514,0.32392505904795837,0.27327965280011779,-0.21679701637194126,0.28656723588072808
abdicator.n.01,0.093073038010911102,0.52853971889337259,-0.29976350182746647,-0.13779660398950064,-0.14021273930209338,-0.67722445447051449,-0.33484264238253736,0.085811839921505831,-0.072204192943129533,-0.0056268590639699636
abdomen.n.01,-0.28230038064018964,-0.13941899971571284,-0.27418137224033773,-0.21031855342665712,-0.69493566249137573,0.19724038853038325,-0.3365799137632825,-0.064355418477591922,0.3478796662864298,0.14502471543463005
abdominal.n.01,-0.32221095676550715,-0.12733886841080849,-0.23496688796820764,-0.22454624245692073,-0.67173573047757673,0.2212916596386573,-0.29211753516144662,-0.067834291739074223,0.37245848171154811,0.21314053396431892
abdominal_actinomycosis.n.01,0.32712728884530429,-0.42460960867074687,-0.36162830799126666,0.052853612249816835,0.40257958395024634,0.5345730040781006,-0.01239029390074561,0.19151376529470218,-0.19179066071827958,-0.24010572236815075
abdominal_aorta.n.01,-0.28629031956656714,-0.091231849407264906,-0.2515311919635066,-0.25165223820087645,-0.63374932313859811,0.24400148980282618,-0.35656341163957772,-0.05455306960614846,0.38153490867931322,0.21503371832301907
abdominal_aortic_aneurysm.n.01,0.27755992377971062,-0.44659838625082871,-0.30137515115476704,0.055024521994345675,0.38166322657984392,0.5965777925580219,-0.00069745716740966736,0.15018924975535658,-0.15803501673088971,-0.28374775360612292
abdominal_breathing.n.01,-0.44760085725709742,0.12529689437806923,-0.60370444260617817,0.2201889521748597,-0.17546735044199543,0.26070665883515576,0.24724640051655258,0.063619162563207265,-0.24546695590817913,-0.38306441456787843
abdominal_cavity.n.01,-0.33205126702072923,-0.12281533882297153,-0.23267951963811698,-0.25559117696059058,-0.63625074687322725,0.25898948445805492,-0.36352370161187852,-0.072231358989410424,0.34261322956766654,0.16865049048913242
abdominal_pregnancy.n.01,0.28385906936723487,-0.43752524062814491,-0.33698893468147839,0.099482400367508966,0.44655342786746743,0.53928308609450237,0.017156151911163944,0.20093508527409987,-0.10670884151095299,-0.24932322872343179
abdominal_wall.n.01,0.0060869065178231242,0.25683115337903745,0.19867825741585662,0.54559428518532305,-0.43310232832215206,-0.13268527458902057,0.04803958474004881,0.31780979243432739,0.39191426831104603,0.36701405220064592
abdominocentesis.n.01,-0.35064690547702887,-0.35084766273197293,0.37399027512349664,0.19150942828827008,-0.086443129458008625,0.61424651111695594,0.031501371398030754,-0.38303616643860461,-0.14414330324729435,-0.15516129189711594
abdominoplasty.n.01,-0.34846124059516831,-0.36997881583202691,0.41212930425828304,0.17507960013649082,-0.058758046414782508,0.57675773721738832,0.081431143156541874,-0.39426153186480772,-0.11978323883167513,-0.16923538604944313
abdominousness.n.01,-0.13654615170377152,-0.49028565060192975,-0.19808341676293345,0.077660829367809034,0.54892159553752273,0.37642132783809196,-0.082582500843675508,0.28372644242008216,0.21328492116861886,-0.34616687534009344
abducens_muscle.n.01,-0.3241058455961035,-0.13379125372093012,-0.23166909272695071,-0.22307300890844653,-0.67134512298980897,0.22560873531610226,-0.28677403446385163,-0.066909307915476945,0.37320115601576415,0.21445640704940525
abducent.n.01,-0.29395756004425211,-0.069454686630902956,-0.23569605200337423,-0.231166120075189,-0.66560513127489251,0.16619594382891939,-0.35213457815056887,-0.073263736480441904,0.39924102505794751,0.20085565977966308
abduction.n.01,-0.31025848312558246,-0.29030892583136814,0.41248480834998469,0.19679294003382125,-0.083715225340405708,0.62369656491899839,0.10148979991668529,-0.38770901564670834,-0.083621208514279316,-0.21667903262263552
abduction.n.02,-0.36446083663910389,-0.41919991660928002,0.39047467150930387,0.2242400604217572,-0.039070301391708903,0.48701927758309099,0.0089141733841211629,-0.32913108280230624,-0.37607963412507467,-0.007546439508556148
abductor.n.02,-0.32284632427137316,-0.13022106510153492,-0.230702502211796,-0.22467431673704727,-0.67084225616074999,0.21958365279194555,-0.29268002836494139,-0.067483835342883297,0.37586213815633845,0.21291141971005381
abecedarian.n.01,0.047789001838198349,0.55432737712706637,-0.18409057098960749,-0.13229344820867234,-0.22047285811505407,-0.59396817242997624,-0.39021262215345115,0.18866915632289438,0.03587296179215102,-0.22012104824271553
abecedarian.n.02,0.18189236962257327,-0.23678628555883033,0.044902181155596008,-0.11926664703439452,0.13746984466049517,0.58309507964833884,-0.351979060100994,0.26507693270230881,0.11577416148032756,0.57279421174848211
abecedarius.n.01,0.10064176229528993,-0.74397734365908408,0.18605128741788315,-0.18130105937355404,-0.021078637256388214,0.2442129586183461,0.30652166524718505,0.30090817609441339,-0.19153652869693777,0.29588959942224785
abel.n.01,0.017499050649284729,0.46334640269194832,-0.041612109033283086,-0.33043071028715137,-0.22416377364687673,-0.7084629409166141,-0.20088050149032749,0.10200260616674721,-0.040776453893500812,-0.2635328642522356
abel.n.02,-0.13048534451726568,0.56092324613974021,-0.12494515676272938,-0.20067628656861147,-0.19138222648526879,-0.71593478171811487,-0.11327514185521459,0.040777484021153741,-0.14031237759106494,-0.1704841053001391
abelard.n.01,-0.055135604415326091,0.45672908986621225,0.13760153994419011,-0.32050471530655128,-0.25560702457529466,-0.6537815584251,-0.11332061910317366,0.19070689129909288,-0.11528436773791639,-0.33375739467636084
abelia.n.01,0.033581317649417998,0.33163823576720991,-0.14070302641655894,-0.23688255279940029,0.027766880913228254,-0.62236913194992682,-0.32940174259675425,0.025459817823802598,0.25178279478354348,-0.50225254499090743
abelian_group.n.01,0.1346334480636803,-0.37999689894404376,-0.16315382895259545,-0.36611446554372806,0.21578811750581964,0.67102246564785828,0.34920049584783819,-0.23814604847304113,-0.014503725720577757,-0.030325684294438781
abelmoschus.n.01,0.097647105791963298,0.050805882149541723,-0.16568116355081552,-0.21650743787426316,0.15653774132031004,0.65345466792125806,-0.056321996165780895,-0.087822905763424025,0.084997867649753922,0.66625738240752574
abelmosk.n.01,0.031690495876213698,0.32871463911184501,-0.12201186112511089,-0.2398704693295188,0.026287672733691963,-0.59611382043378702,-0.3264622776661994,0.069080947374158777,0.25386325653228786,-0.53538830854963138
aberdare.n.01,-0.12303217170236048,0.16765897777301564,-0.33479330445342886,0.57244029679632069,-0.28665037247085989,-0.06552783339256886,-0.024116625919946715,0.25102946990687325,0.57634192234102388,0.1862872102664262
aberdeen.n.01,-0.13520649735644022,0.17306214377726925,-0.32746807717135612,0.56913389184684882,-0.26233651867472635,-0.12407710630754583,-0.030933624288027085,0.19269644035983111,0.59057095733764975,0.22249807550603845
aberdeen.n.02,-0.12642540856615206,0.17492239992806863,-0.34016602006975255,0.59550361921836192,-0.27010790263987744,-0.10805811607989847,-0.011722822889941829,0.28996633606654076,0.53887790215062281,0.15424847693330251
aberdeen.n.03,-0.11549943540167742,0.14284483596984762,-0.35775272549034903,0.59459785714864888,-0.26949491702947287,-0.07698790121806183,0.011720364480569226,0.2570700736960293,0.56012357656629286,0.16173856557534169
aberdeen.n.04,-0.1117904146358977,0.1649001413701125,-0.32557822699150457,0.60124603571959867,-0.29159062046996953,-0.054705214623319724,-0.002090658532921349,0.25587789744536871,0.54514735182869323,0.20514940933215764
aberdeen_angus.n.01,-0.033560442006080902,0.15177464538680974,-0.17983364160915319,-0.50039668973852147,-0.516129393166749,-0.59078170413316344,-0.16962204844288759,0.19773074888605072,0.092522086883571025,0.035199016080733989
aberrance.n.01,0.28587899022732211,-0.46124033878955084,-0.36786605229086583,0.042345974659675767,0.45295817248766529,0.4921897654430582,0.0024420789973501147,0.20833039358766181,-0.15976216513348998,-0.22641411388953667
aberrant.n.01,0.030997274938925026,0.56686985381961763,-0.22825638596207162,0.010648341872234037,-0.23155834181538554,-0.63076869394238366,-0.34380987154460496,0.18305309347203955,-0.1439227978925437,-0.038775271791962218
aberration.n.02,0.28817051532978438,-0.4549871446686452,-0.31037036213245534,0.041529605804586901,0.39361807116478198,0.58265090394956365,-0.0064931573033427444,0.15740828133675827,-0.12942858996368597,-0.27542596196762142
aberration.n.03,-0.54681558072492953,0.10651479973888216,-0.64442998443128663,-0.020489477536229189,-0.24362254873832406,0.25314208978437297,0.13971526914240717,0.017997275984363487,-0.12599754477802796,-0.33867408334980137
abetalipoproteinemia.n.01,0.31435049379266106,-0.44794008340716068,-0.33254331373078011,0.053470598413171228,0.40186056012365584,0.55625411796529189,-0.016096421348758671,0.17192593385002217,-0.15303291232309182,-0.2507957584789271
abetment.n.01,-0.10357027714473672,-0.75895234825462787,0.12423472646205029,-0.24900438691578602,0.027814395496006381,0.29239056407957997,0.29614879927305177,0.20039545643526366,-0.27489008452883279,0.21464224151946612
abettor.n.01,0.012531621167433881,0.66843450956340789,0.080669307653452482,-0.11329610250418409,-0.24387153428849223,-0.59034382269011754,-0.079841639283122517,0.26482799761888398,0.0094262238451867097,-0.22158058884058751
abeyance.n.01,0.22731719457735144,-0.55720149590811641,-0.28385743476428077,0.030098857593353925,0.42930825741442169,0.51889593159798963,-0.03527230951780877,0.19684026755099299,0.083002545852934081,-0.23624094698304945
abfarad.n.01,-0.25794926425455883,-0.16635438602753291,-0.16271255967745618,0.24984849939986228,0.22622896625356334,0.20448706944614761,0.17342397048557318,-0.63199349532045335,0.17858240837296327,0.51228651286902882
abhenry.n.01,-0.27067135691905997,-0.16912129268087495,-0.16307604382367233,0.24287637302576393,0.21764853905502921,0.20869835811564547,0.16948323439414628,-0.63405648024389494,0.17516715951254513,0.51002889538131901
abhorrence.n.01,0.33715685765413939,-0.42831679206941525,-0.23643186324373219,0.12058844113172058,0.36619232550097613,0.57743037981514167,0.063203190332096232,0.28638693035507773,0.14790156118525941,-0.23867934422691051
abhorrer.n.01,0.14286612955584507,0.61068866249504294,-0.11838558187510466,0.059668160163063109,-0.15804424256712771,-0.66259157784708245,-0.26019073062573184,0.18839418900774993,-0.14536341971407601,-0.025440872588552686
abidance.n.03,-0.34394478444445181,-0.26881301541835267,0.36206382752136212,0.18005524091006248,-0.012894871297213957,0.66903401215461944,0.10363458656025203,-0.37732807239076416,-0.11483840440000287,-0.17826465718830639
abidjan.n.01,-0.11164237643851327,0.18484500211280094,-0.34736818545859643,0.61337321262163425,-0.26568275409606767,-0.096961200480034274,0.020728662758515433,0.27368049125608795,0.52015854953709717,0.174745104940774
